GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,EMP,EMP_S,PAYANN,BENEFIT,BENEFIT_S,BENHEA,BENPEB,BENPEC,BENOTH,EMPAVPW,HOURS,PAYANPW,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,RCPTOT,RCPTOT_S,RCPTPLM,RCPTRAN,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,VALADD,VALADD_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO,DPRTOT,DPRTOT_S,RPTOT,RPTOT_S,RPBLD,RPMCH,PCHTT,PCHTT_S,PCHTEMP,PCHCMPQ,PCHEXSO,PCHDAPR,PCHCSVC,PCHRPR,PCHRFUS,PCHADVT,PCHPRTE,PCHTAX,PCHOEXP
Geographic identifier code,Id2,Geographic area name,2007 NAICS codes and NAICS-based rollup code,Meaning of 2007 NAICS codes and NAICS-based rollup code,Year,Number of employees,Relative standard error of total number of employees (%),"Annual payroll ($1,000)","Total fringe benefits ($1,000)",Relative standard error of total fringe benefits (%),"Employer's cost for health insurance ($1,000)","Employer's cost for defined benefit pension plans ($1,000)","Employer's cost for defined contribution plans ($1,000)","Employer's cost for other fringe benefits ($1,000)",Production workers avg per year,"Production workers hours (1,000)","Production workers wages ($1,000)","Total cost of materials ($1,000)",Relative standard error of total cost of materials (%),"Materials, parts, containers, packaging, etc. used ($1,000)","Cost of resales ($1,000)","Contract work ($1,000)","Cost of purchased fuels ($1,000)",Relative standard error of cost of purchased fuels (%),"Quantity of electricity purchased for heat and power (1,000 kWh)","Purchased electricity ($1,000)",Relative standard error of purchased electricity (%),"Quantity of generated electricity (1,000 kWh)","Quantity of electricity sold or transferred (1,000 kWh)","Total value of shipments ($1,000)",Relative standard error of total value of shipments (%),"Value of products shipments ($1,000)","Value of interplant transfers ($1,000)","Total miscellaneous receipts ($1,000)","Value of resales ($1,000)","Contract receipts ($1,000)","Other miscellaneous receipts ($1,000)","Value added ($1,000)",Relative standard error of value added (%),"Total inventories, end of year ($1,000)","Relative standard error of total inventories, end of year (%)","Finished goods inventories, end of year ($1,000)","Relative standard error of finished goods inventories, end of year (%)","Work-in-process inventories, end-of-year  ($1,000)","Relative standard error of work-in-process inventories, end of year (%)","Materials and supplies inventories, end of year ($1,000)","Relative standard error of materials and supplies inventories, end of year (%)","Total inventories, beginning of year ($1,000)","Finished goods inventories, beginning of year ($1,000)","Work-in-process inventories, beginning of year ($1,000)","Materials and supplies inventories, beginning of year ($1,000)","Total capital expenditures (new and used) ($1,000)",Relative standard error of total capital expenditures (new and used) (%),"Capital expenditures on buildings and other structures (new and used) ($1,000)","Capital expenditures on machinery and equipment (new and used) ($1,000)","Capital expenditures on automobiles, trucks, etc. for highway use ($1,000)","Capital expenditures on computers and peripheral data processing equipment ($1,000)","Capital expenditures on all other machinery and equipment ($1,000)","Total depreciation ($1,000)",Relative standard error of total depreciation (%),"Total rental payments ($1,000)",Relative standard error of total rental payments (%),"Rental payments for buildings and other structures ($1,000)","Rental payments for machinery and equipment ($1,000)","Total other expenses ($1,000)",Relative standard error of total other expenses (%),"Temporary staff and leased employee expenses ($1,000)","Expensed computer hardware and other equipment ($1,000)","Expensed purchases of software ($1,000)","Data processing and other purchased computer services ($1,000)","Communication services ($1,000)","Repair and maintenance services of buildings and/or machinery ($1,000)","Refuse removal (including hazardous waste) services ($1,000)","Advertising and promotional services ($1,000)","Purchased professional and technical services ($1,000)","Taxes and license fees ($1,000)","All other expenses ($1,000)"
0100000US,,United States,33341N,Ventilation equipment manufacturing,2009,23070,2,929020,268657,2,117414,8955,16557,125731,16486,32238,510743,2148065,1,1941339,104023,55701,14251,4,399134,32752,2,S,S,4550622,1,4338879,222544,211743,147562,34490,29691,2378097,2,538202,4,141994,8,130554,9,265654,5,628058,162368,139674,326016,105672,12,27944,77728,2901,7077,67751,126274,4,47678,3,40456,7222,449459,3,35282,3649,2912,3038,9701,27084,11268,9529,27673,20677,298645
0100000US,,United States,333511,Industrial mold manufacturing,2009,30488,2,1495966,356614,3,150162,9052,20721,176679,22807,43690,993544,1316112,3,993432,30693,207500,13612,11,829817,70875,4,S,S,4221870,2,4047216,107502,174654,43190,62046,69419,2807137,3,440894,4,113168,5,216971,7,110756,5,547093,146415,278002,122676,274494,14,72039,202456,7119,14826,180510,191719,4,108057,5,87820,20237,537329,5,79476,7330,9214,4496,12802,55022,8922,10684,39060,29871,280452
0100000US,,United States,333512,Machine tool (metal cutting types) manufacturing,2009,15652,2,907610,232585,3,94276,6562,19779,111968,8936,17436,410492,1615920,3,1210118,290231,78850,10484,4,326971,26236,2,S,D,3473464,3,2982794,14474,490670,393345,47008,50318(s),1732273,3,940838,4,255438,6,315318,3,370082,8,1198480,320451,373124,504905,94334,18,21260(s),73074,3507,8831,60735,97247,5,41174,6,31861,9313,661836,4,21336,5779,6118,9033,14913,25359,6514,31409,37487,18067,485822
0100000US,,United States,333513,Machine tool (metal forming types) manufacturing,2009,6223,3,316670,85150,4,42254,D,D,35604,3900,7807,180115,566644,4,479735,41620,33382,2928,7,102800,8979,5,S,D,1217675,3,1105950,D,111725,52751,33367,25606,620475,5,293893,3,97948,6,116558,7,79388,6,330663,96659,135824,98181,25089,10,1916,23173,834,4071,18268,31265,5,18948,7,15856,3092,135415,9,12625(s),666,2251,1214,3812,8676,1716,10585,16567,6824,70480
0100000US,,United States,333514,"Special die and tool, die set, jig, and fixture manufacturing",2009,40528,2,2016795,493152,2,212056,13105,30185,237806,29832,59671,1323740,2203356,2,1671423,144256,292083,18241,7,1019701,77352,2,S,S,5745328,2,5518619,90555,226710,206770,S,S,3496247,2,907764,2,255741,3,452890,4,199132,3,998800,302783,475772,220246,197793,6,19274,178519,6540,11968,160011,253100,2,125011,3,99256,25755,623090,4,31247,6437,9519,7773,16013,61669,15915,18191,61798,47331,347197
0100000US,,United States,333515,Cutting tool and machine tool accessory manufacturing,2009,26469,2,1144297,321481,3,154001,10692,20130,136659,18720,36058,677312,1191144,4,868391,179466,80312,8734,10,640653,54242,2,S,S,3502270,3,3145553,44267,356716,226340,59193,71183,2208315,3,723336,4,391058,5,160448,8,171830,4,870229,451602,213652,204975,119368,10,14552,104816,3142,3839,97834,178590,3,56117,8,42762,13355,348596,6,9136,2859,3169,4474,10245,39980,9214,16674,24239,19228,209379
0100000US,,United States,333516,Rolling mill machinery and equipment manufacturing,2009,3068,3,173746,50476,2,20082,D,D,22499,2079,4622,106477,439870,1,405740,2690,20959,3818,1,81227,6663,2,S,S,789668,1,734350,D,55318,3170,5660,46488,394536,2,286502,2,43053,1,181171,2,62278,5,276245,32633,148960,94653,12712,4,301,12411,437,1842,10132,15016,3,6987,2,4471,2516,53437,3,3782,340,406,352,1212,6915,498,597,2463,2574,34298
0100000US,,United States,333518,Other metalworking machinery manufacturing,2009,7168,4,448421,110178,4,47456,4315,7326,51081,4141,8709,216103,878973,3,778195,21387,65365,3441,10,126521,10585,3,S,S,1654404,3,1596364,1838,58040,35880,9204,12956(s),711328,6,349196,4,74885,6,198324,6,75987,8,415906,97609,229720,88577,28562,8,1599(s),26963,1292,3691,21980,33063,5,26801,6,22038,4763,153235,8,11925,1865,2187,2756,5080,7655,1796,4766,10680,8732,95794
0100000US,,United States,333611,Turbine and turbine generator set unit manufacturing,2009,26200,1,1586139,447997,1,166393,31982,44790,204832,15761,30964,763176,7639000,1,7092471,337829,114424,16497,3,913860,77779,1,D,D,11873050,1,11359491,897268,513560,381737,6583(s),125240,4126854,1,2087732,1,296052,5,728153,2,1063527,1,2510589,296714,833726,1380149,203972,4,29355,174617,1670,15168,157779,224240,1,57447,7,41045,16402,921662,2,163566,22619,10438,32133,11447,70800,21081,9328,75951,32070,472230
0100000US,,United States,333612,"Speed changer, industrial high-speed drive, and gear manufacturing",2009,12100,2,562245,176848,3,74386,12472,11954,78036,8379,16942,324588,1234818,3,1056464,67128,63750,16031,3,458536,31446,2,S,S,2787931,2,2666179,61019,121752,99416,21080,S,1481069,3,574832,3,190768,4,180838,6,203226,4,706573,229019,230021,247534,99711,6,13556,86155,1184,3439,81532,111694,2,28950,4,18039,10910,370262,4,16015,1811,1420,3185,5710,31099,6828,5332,15580,15877,267405
0100000US,,United States,333613,Mechanical power transmission equipment manufacturing,2009,13718,3,647560,214216,2,95164,12836,15884,90332,9091,17323,373945,1460865,2,1190867,139805,77352,16321,2,460043,36520,2,S,S,3300479,2,3042127,181536,258352,220200,17379,20774,1796014,2,703503,1,290259,2,199137,1,214106,4,752608,327377,209027,216203,107673,3,24699,82974,1181,12317,69477,118355,2,19616,2,15316,4300,306786,3,11509,2109,2362,5258,5201,30093,6405,8082,20485,12652,202629
0100000US,,United States,333618,Other engine equipment manufacturing,2009,37416,2,1775775,700896,1,268984,50419,56532,324961,24139,44644,950503,12000015,1,11374861,369284,89949,50148,2,1682775,115773,1,D,S,17501433,1,16955156,3130538,546277,471219,4426,70632,5142936,2,2307864,3,726157,8,749141,1,832567,3,2891983,933000,903918,1055065,615918,1,66113,549805,695,12672,536438,622656,2,121839,4,92181,29658,1584308,2,52734,5113,11720,11497,13339,108795,34560,23407,182479,42119,1098546
0100000US,,United States,333911,Pump and pumping equipment manufacturing,2009,31108,1,1841502,575015,1,222016,39060,50856,263082,17195,33740,805298,5234986,2,4450667,573752,135251,19390,6,675165,55926,2,S,S,11461531,2,10697551,404280,763980,705112,D,D,6167791,2,2226862,4,843479,7,426298,6,957086,3,2310255,874555,473205,962495,370448,2,127676,242772,7072,22592,213107,226488,2,70580,3,50772,19808,1099334,3,33939,10802,10307,14074,20674,63009,22404,28373,67844,46477,781432
0100000US,,United States,333912,Air and gas compressor manufacturing,2009,19866,1,1160929,346095,1,136727,14494,40981,153893,11091,22664,443348,4336096,1,3724365,421352,128022,22456,2,543117,39901,1,S,S,8375152,1,7813239,D,561913,D,D,S,4558489,1,2318757,1,578024,2,1213104,1,527629,2,1821814,478594,808830,534390,152046,3,19038,133008,4724,10098,118186,145695,1,37386,3,29400,7987,643524,5,44597,7388,6321,5662,11348,42453,8275,31512,50897,24387,410685
0100000US,,United States,333913,Measuring and dispensing pump manufacturing,2009,4201,1,216744,63219,1,27751,1860,8187,25421,2077,4152,75771,429546,2,411893,3886,6214,1918,1,76319,5635,1,S,S,1090937,1,1038146,D,52791,D,S,D,673766,2,157904,1,61809,1,39459,6,56637,1,150935,50795,38678,61462,34685,1,9557,25128,65,7337,17726,21355,2,8397,2,6912,1485,164443,3,12217,890,1385,5084,4447,6942,1135,7720,25617,11246,87761
0100000US,,United States,33392M,Material handling equipment manufacturing,2009,73853,1,3512911,994157,1,416327,44431,70993,462406,45628,86325,1704033,12546028,2,11110950,1041780,249301,51177,2,1242761,92820,1,S,S,23479360,2,21866213,577661,1613146,1318386,49613,245148,10950707,3,3116931,7,1127576,15,611264,9,1378090,2,3467758,1077907,675362,1714489,344132,7,74227,269906,12086,28148,229672,358384,1,204989,2,153351,51638,2189904,3,118338,19579,22003,17333,43813,113829,33245,76214,132692,76056,1536801
0100000US,,United States,333991,Power-driven hand tool manufacturing,2009,5032,5,217868,67073,5,32573,3052,4802,26646,3430,6467,116137,684794,5,591901,70881,8463,2792,17,141609,10758,6,S,S,1563263,4,1390988,31748,172275,154253,15564,2458,822091,5,234772,4,114435,3,38415,13,81921,8,324200,153602,53943,116656,24774,14,3781(s),20993,185,648,20160,41459,4,10216,5,7582,2635,92522,9,7591,772,617,2585,1880,10357,2284,3947,6762,4525,51204
0100000US,,United States,333993,Packaging machinery manufacturing,2009,17451,3,1016326,285826,3,114645,18989,28771,123420,9183,18634,416749,2024649,3,1496233,443318,59216,5804,9,233010,20078,3,S,S,4127960,2,3463106,102507,664854,557440,42890,64524,2052170,3,738255,2,249740,4,218115,5,270400,3,807341,271364,252825,283152,42961,4,9032,33930,1952,7932,24046,53049,4,47797,3,37898,9898,505831,5,33326,4399,6001,5257,14617,19714,4481,19475,39367,14639,344552
0100000US,,United States,333994,Industrial process furnace and oven manufacturing,2009,9766,4,502354,136097,3,59724,3626,9260,63487,5488,10786,197680,932436,3,779401,84879,46621,6608,11,199394,14927,4,S,S,2071558,3,1896119,26463,175439,135984,D,D,1116524,4,317668,4,41922,7,132312,7,143434,4,352449,47950,149257,155242,33431,10,2643,30788,2548,3600,24639,34110,4,29203,5,26145,3058,226651,8,15549,1500,2553,1829,6828,8033,5044,9941,24294,7597,143483
0100000US,,United States,33399N,Fluid power equipment manufacturing,2009,29148,1,1603307,471011,1,169401,39214,47036,215360,17129,34624,746977,3303145,2,2869286,248552,107244,14032,3,878263,64030,1,S,S,6965101,2,6613867,594463,351234,290993,D,D,3449954,2,1369934,1,394204,6,388861,2,586870,4,1654740,468282,509615,676843,194570,3,34365,160205,8944,13609,137652,226703,1,51046,4,37114,13932,748742,4,68706,5844,13266,12267,16715,55430,15857,19612,48406,24130,468508
0100000US,,United States,33399P,All other miscellaneous general purpose machinery manufacturing,2009,60826,1,3186301,857312,2,347009,35443,77665,397195,35070,67396,1379175,6581471,1,5835605,399349,195977,42475,4,1294613,108065,2,D,D,14551000,1,13201921,231226,1349078,608205,D,D,7797889,1,2281942,1,933269,2,558247,4,790426,2,2618020,1037730,632745,947544,258913,5,40711,218203,8523,18560,191120,287588,2,150518,3,128180,22338,2087927,2,87239,17329,23182,19810,40263,99278,38206,68190,169593,62338,1462498
0100000US,,United States,334111,Electronic computer manufacturing,2009,39640,1,2549892,703831,1,276084,55474,56899,315374,11850,23165,490057,18087790,1,17649730,155727,208367,8348,1,1001617,65618,1,D,S,36155504,1,31864696,236557,4290808,D,D,D,18163961,1,2658244,1,287997,1,600910,1,1769337,1,2275592,260737,540765,1474090,683322,1,67193,616129,D,D,432373,571213,1,284894,2,266632,18262,3358682,1,348701,64682,106842,70434,73875,150027,40074,94217,473934,87056,1848840
0100000US,,United States,334112,Computer storage device manufacturing,2009,13683,3,716600,211192,2,79812,5710,21851,103818,5423,10323,241300,3107456,1,2714799,318095,39485,5733,1,389974,29345,1,D,S,6321021,1,D,D,D,D,D,D,3195160,1,1147188,1,384333,1,562519,1,200337,4,1213172,397460,567092,248620,404349,1,15679,388670,9241,82473,296956,204955,1,50740,1,39956,10784,854335,4,36787,15197,D,D,16682,125344,17987,D,110077,82088,404345
0100000US,,United States,334113,Computer terminal manufacturing,2009,1678,1,116618,33058,1,11509,4194,2173,15182,490,925,15356,255222,2,245871,1547,6354,195,27,14659,1256,4,S,S,467003,2,D,S,D,2493,S,D,217110,3,56248,1,22895,1,4697,4,28656,1,50422,16735,5522,28165,5430,1,511,4919,13,1295,3611,9229,1,3830,2,3562,268,27679,1,1201,1657,D,D,820,520,62,D,4957,207,7977
0100000US,,United States,334119,Other computer peripheral equipment manufacturing,2009,35406,14,1769378,466270,8,184734,24519,45903,211114,11974,22811,449007,5007035,8,4099653,805994(s),50423,8918,25,495426,42047,4,S,S,9586709,6,8604799,D,981910,D,34725,D,4397372,5,1261252,7,414557,6,187371,6,659323,14,1476190,552589,225414,698187,453658,5,55854,397805,D,D,333375,181548,9,139021,37,132613,6408,1015885,8,94344,12120,24872,5468,19726,24375,15157,52838,102470,19419,645097
0100000US,,United States,334210,Telephone apparatus manufacturing,2009,23938,4,1454803,397272,5,166529,12090,29359,189294,11063,21634,510156,5007744,2,4303581,511348,139655,14131,10,531879,39029,3,S,S,8551513,3,7781472,D,770041,702618,4077,63346(s),3637637,3,1298923,3,559102,2,161180,4,578642,5,1159728,493744,138342,527642,229165,22,20193,208972,1319,46927,160726,233313,5,92359,12,82842,9517,676404,7,46521,8296,10117,17113,21590,15509,6253,12941,87487,17651,432925
0100000US,,United States,334220,Radio and television broadcasting and wireless communications equipment manufacturing,2009,76502,6,5722662,1615856,6,545267,158096,167362,745131,28234,54191,1550923,13783669,3,11363598,1622669,651633,20443,10,1400334,125328,3,D,S,32610694,4,28063083,404348,4547611,2189407,783371,1574833,19002222,4,7052158,3,1269236,4,4202246,2,1580676,5,6569383,1049716,4260392,1259274,1304900,3,93739,1211161,34584(s),145446,1031131,578692,5,279735,5,236678,43056,4071438,5,142639,48353,52111,95975,241263,153223,28794,81819,206679,96279,2924302
0100000US,,United States,334290,Other communications equipment manufacturing,2009,14853,3,862620,239134,5,97757,10351,18322,112704,6849,13639,246238,1707340,3,1323505,307870,44644,11943,3,357013,19378,2,S,S,4001873,2,3532600,D,469273,451960,5305,12008,2300898,3,558428,7,157784,8,100713,12,299930,8,570844,159456,91517,319871,82997,33,15248,67749,1591,38846(s),27312,66164,4,44841,3,41490,3351,423327,9,24456,12309(s),4861(s),7676,11133,12209,5772,28162,24918,7963,283867
0100000US,,United States,334310,Audio and video equipment manufacturing,2009,10283,6,505766,121031,6,44100,3506,8511,64914,5065,9503,147668,1715880,2,1433468,223298,33717,7700,7,208767,17697,3,S,S,3275474,3,2627658,D,647816,D,8878(s),D,1463934,5,533848,6,241957,5,28864,29,263027,7,779750,323042,41375,415332,35867,2,6160,29707,382,3218,26107,130932,1,40547,8,35432,5115,900927,3,70208,9777,3955,8926,14151,18415,11507,41872,116004,13539,592573
0100000US,,United States,334411,Electron tube manufacturing,2009,4992,1,269337,84142,2,35179,7476,6835,34652,3772,7272,191715,501278,1,469424,4981,8936,2554,3,179922,15384,1,S,S,1106990,2,1099273,21955,7717,6146,S,1571,591801,3,269910,1,19539,6,136511,1,113860,3,286233,24173,148298,113762,34194,2,5735,28459,D,D,25293,20904,5,19192,9,17850,1341,186156,3,7299,4984,2223,2127,3609,11633,5419,2372,8885,3833,133775
0100000US,,United States,334412,Bare printed circuit board manufacturing,2009,24772,3,1002292,258080,4,110638,6110,17501,123831,18685,35548,647873,1639035,3,1412408,45857,87343,17536,12,774626,75892,5,S,S,3749722,3,3633830,155178,115892,70629,42133(s),3131(s),2101606,3,480338,3,57656,4,155479,4,267203,3,508797,63201,168760,276835,77753,6,8067,69686,1356,8325,60005,139432,5,61037,3,54958,6079,450440,7,27636,6206,3809,1759,8040,58245,23468,7108,30078,25910,258182
0100000US,,United States,334413,Semiconductor and related device manufacturing,2009,120257,11,8625307,2475352,10,1009202,112207,253630,1100312,67324,124349,3677297,16862556,1,13178014,762728,1869146,168545,9,14437614,884122,1,D,D,59240375,1,58299253,2343382,941122,831269,D,D,41433504,1,5362971,2,1242347,2,3001169,1,1119454,6,6484276,1525257,3629626,1329393,5739033,1,2303188,3435845,13731,404003,3018111,5541713,1,267028,12,185415,81613,6887562,5,494775,62565,119417,58051,75735,866163,179240,77374,486437,232861,4234944
0100000US,,United States,334414,Electronic capacitor manufacturing,2009,6108,3,232864,64734,7,28309,S,6972,29115,3772,6883,98726,298514,4,245603,32137,2794,2008,13,205078,15972,3,S,S,824102,3,772447,S,51655,51547,S,108,499912,2,133751,5,36719,4,34018,4,63014,8,190492,45249,52966,92277,8531,7,553,7978,D,D,7318,39655,6,10084,15,8957,1128,116433,14,9471,2295,393,481,1840,5172,7749,2853,17651,3756,64774
0100000US,,United States,334415,Electronic resistor manufacturing,2009,3876,8,165853,46194,4,18288,2761,4270,20875,2385,4297,88543,201817,7,161147,24027,6653,1139,5,110755,8851,4,S,S,548694,6,520174,D,28520,28520,S,S,339677,7,138743,20,46063,25,37990,17,54689,19,142440,50127,39005,53309,14260,6,1181,13079,712,1622,10745,30918,2,13117(s),51(s),12097(s),1020,95902,23,3353,983,1288,844,1867,4274,2448,1716,7173,2944,69013
0100000US,,United States,334416,"Electronic coil, transformer, and other inductor manufacturing",2009,10029,3,404156,108989,6,51221,1807(s),9564,46397,6868,13348,207625,899385,4,729419,99339,52827,4409,2,205299,13391,3,S,S,1687131,3,1527403,D,159729,130832,14433(s),14464,773421,4,283629,7,87211,5,62608,18,133810,4,317758,89062,60366,168329,53478,7,3062,50416,1623(s),3077,45717,41687,3,14717,6,12869,1848,157131,9,7412,1673,1291,1796,2433,20028,2484,4171,10697,5481,99666
0100000US,,United States,334417,Electronic connector manufacturing,2009,19424,3,937389,260206,3,105354,12136,30344,112372,12754,24093,477766,1374838,3,1175222,S,152591,6337,4,469753,36274,3,S,S,3987346,2,3967059,125437,20288,S,9028,5417,2575532,3,601012,2,132018,5,166221,3,302772,2,652757,142364,198171,312222,116358,4,14022,102337,1192,5586,95559,155604,2,29662,6,25466,4196,418720,6,25119,8817,3380,5436,9714,41348,7431,16072,40625,17397,243381
0100000US,,United States,334418,Printed circuit assembly (electronic assembly) manufacturing,2009,59171,5,2726963,711696,6,293564,25709,54468,337955,35493,67876,1128324,11736170,3,10142000,1340870,137158,16444,23,1223777,99699,4,S,S,17332394,3,15560799,189924,1771595,1484631,138281,148683,5455307,4,2498137,2,468105,3,526251,3,1503781,2,2775656,485515,627372,1662770,261337,7,33052,228286,2965,45091,180230,321786,7,179237,3,161779,17458,888573,4,108489,15623,16671,13658,22196,65595,18316,34436,115769,29870,447950
0100000US,,United States,334419,Other electronic component manufacturing,2009,44910,4,2140931,576905,5,249559,18059,48729,260558,27092,51472,1014965,3281217,4,2849882,247954,102999,8021,35,800244,72361,5,D,S,7983103,4,7389156,179654,593946,372546,D,D,4589874,5,1552628,7,348657,11,362408,14,841563,4,1698776,410512,408391,879873,310801,5,89667,221133,4319,25354,191461,254265,6,130731,6,115801,14930,1181886,6,52634,25044,12333,13709,21683,58257,18534,41311,122314,50658,765410
0100000US,,United States,334510,Electromedical and electrotherapeutic apparatus manufacturing,2009,63926,1,4842317,1468424,1,536737,61459,154733,715495,26457,51615,1130422,8509687,1,7434635,811427,149230,24376,2,1185299,90019,1,S,S,24913089,1,23407974,567400,1505115,1383524,D,D,16469553,1,2871203,1,902729,2,599422,1,1369052,2,2784355,853221,547382,1383751,823805,2,224115,599690,3049,85568,511073,531038,1,170362,2,137622,32740,3511115,3,234504,47083,48040,44520,95507,107132,34843,215021,486269,87328,2110869
0100000US,,United States,334511,"Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing",2009,142920,2,11751225,4166090,2,1247576,336406,483813,2098296,42412,83679,2358844,17597616,3,14117346,1904081,1218948,52457,4,3766348,304784,4,D,D,50552170,4,46217636,1597270,4334534,2236870,321452,1776212,33399152,5,5599275,5,650113,10,3856951,4,1092212,9,5087292,683139,3342588,1061564,906383,3,156433,749949,8817,78120,663012,886324,3,281226,8,233461,47765,5443647,4,287619,117466,124854,217359,87896,187895,88760,199790,481766,102241,3548001
0100000US,,United States,334512,"Automatic environmental control manufacturing for residential, commercial, and appliance use",2009,10646,2,556341,170036,2,77536,12006,15517,64976,5632,10277,175772,992354,2,820114,135098,21291,2971,6,160126,12880,3,S,S,2474232,2,2262967,D,211265,190186,7292,13787,1476840,3,267077,7,95431,14,75319,16,96327,2,296447,98495,70477,127475,23855,10,2193,21662,187,2863,18612,47427,6,24784,14,21398,3386,283164,5,26952,7208,4073,12849,6403,11442,4656,11546,37871,6786,153377
0100000US,,United States,334513,"Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables",2009,32563,1,1876814,525136,1,206502,23850,66910,227873,14432,27883,515214,2838735,1,2547051,207566,37621,6457,20,439684,40040,1,D,S,7688300,1,7242031,100633,446269,322466,12254,111549,4772189,1,874595,2,194965,2,165934,5,513696,2,1011948,226434,186567,598947,156528,3,12582,143946,1652,30413,111881,139685,2,85744,2,63121,22623,1327694,3,78492,12239,19804,23238,28730,37303,16665,51313,117858,25766,916286
0100000US,,United States,334514,Totalizing fluid meter and counting device manufacturing,2009,12384,1,711462,207694,1,89484,12288,15295,90627,7309,14023,299346,2699033,1,2555442,93944,24759,5380,10,294386,19507,1,S,S,4961859,1,4857894,97259,103965,100835,D,D,2323936,1,530504,1,153708,1,96510,1,280286,1,420710,105812,83525,231373,94546,3,8587,85959,2801,11267,71890,84440,1,23699,3,16671,7028,388017,3,30205,5845,5616,2724,9175,25576,10770,14034,39827,13553,230693
0100000US,,United States,334515,Instrument manufacturing for measuring and testing electricity and electrical signals,2009,31163,2,2284247,640669,2,239333,38875,61885,300576,10983,22342,494860,2632048,1,2314534,155293,96220,4700,12,651217,61300,2,S,D,7987445,2,7688341,117995,299104,208794,4238,86072,5233149,2,1674633,2,473941,2,410517,2,790175,3,1848665,548703,464708,835253,155559,3,22085,133474,940,30789,101745,263080,2,105866,3,94743,11122,1609982,3,100990,21246,26502,8347,24161,51612,18853,65481,174358,38021,1080412
0100000US,,United States,334516,Analytical laboratory instrument manufacturing,2009,36827,1,2753980,756972,1,268402,41561,97994,349015,11890,23517,532485,4584946,1,3984742,482039,60754,9962,4,505100,47449,5,S,S,12177335,1,11148580,D,1028756,779702,28765,220289,7687180,1,1920786,2,837530,1,300868,5,782389,3,1807450,753681,293486,760283,369014,2,130082,238932,2554,52998,183380,261849,1,97142,1,81547,15596,2200083,2,77867,20643,21655,19889,41064,52698,26265,82233,252516,31346,1573908
0100000US,,United States,334517,Irradiation apparatus manufacturing,2009,14361,2,1212326,330249,2,131626,22426,29440,146758,4599,9898,221829,3073308,2,2700473,320315,26270,2017,29,275299,24232,3,S,S,6036626,2,5229598,S,807027,381910,D,D,2989021,2,1012547,2,248946,5,263424,4,500176,4,933325,225306,274472,433547,66838,1,10607,56230,37,6927,49266,66404,4,51570,2,46484,5085,544581,5,22132,3879,4105,7567,9462,12454,2612,20948,43155,6487,411780
0100000US,,United States,334518,"Watch, clock, and parts manufacturing",2009,1678,9,80283,19842,9,7595,604,1324,10319,930,1786,28798,146354,9,97583,42740,2901,763,6,28897,2368,9,S,S,330417,6,270006,D,60411,57692,D,D,186132,6,94956,18,40403,4,12101(s),45(s),42451,26,86681,40518,8027,38136,1685,15,139,1546,25,195,1327,5511,5,5523,10,5046,477,50065,18,3152,742,488,680,1112,2577,738,4834,4613,1552,29577
0100000US,,United States,334519,Other measuring and controlling device manufacturing,2009,28876,2,1857205,543279,3,238096,30977,61012,213193,13315,26995,618226,3011302,2,2424328,422465,114812,9752,9,471596,39946,6,D,S,7959681,4,7190786,136769,768895,613551,S,124832,4822280,6,1595783,3,583824,3,305101,6,706859,3,1680647,600789,402441,677416,137590,4,18887,118703,2675,14638,101390,145301,4,81045,4,69960,11086,915614,5,75507,12099,13060,8687,26833,37790,9939,35469,120474,31204,544551
0100000US,,United States,334611,Software reproducing,2009,2498,10,122005,29724,12,9958,D,D,17637,1533,2925,58210,266323,11,D,D,8672,2050,15,65581,4874,14,S,S,624192,5,D,S,D,D,8685,4908,355831,12,30263,5,9441,2,4677,4,16146,7,31207,D,D,D,6272,8,120,6152,51,1750,4351,6610,21,14651,5,12549,2102,92451,9,34863,1194,489,368,2464,2787,546,3028,4381,2516,39815
0100000US,,United States,334612,"Prerecorded compact disc (except software), tape, and record reproducing",2009,14973,2,577180,178087,2,70203,9793,13903,84188,10769,21288,361111,753926,4,628112,D,D,5836,7,499030,36230,12,S,S,2811913,4,D,D,D,D,1999,D,2047940,4,120252,5,25178,6,11549,9,83526,5,143898,30531,16256,97111,103786,2,11087,92699,1946,9349,81404,167374,3,67361,16,47063,20299,315385,10,94112,3035,3235,4004,6761,12325,4334,13463,20338,13403,140376
